purchase_id;partner_id;client_id;city_id;promotion_id;category_id;purchase_date;price;quantity;status
1446;3;903;1;0;0;2020-09-28;40.00;3.00;1
1447;1;302;6;3;3;2020-07-24;50.00;3.00;1
1448;1;758;6;0;0;2020-07-03;360.00;9.00;3
1449;0;979;5;0;0;2020-10-01;430.00;1.00;1
1450;3;948;1;2;2;2020-09-04;130.00;3.00;1
1451;1;882;2;2;2;2020-05-18;380.00;6.00;1
1452;2;738;8;2;2;2020-05-31;335.00;2.00;1
1453;2;590;3;1;1;2020-06-02;410.00;3.00;1
1454;0;317;1;1;1;2020-10-09;230.00;1.00;1
1455;3;123;5;1;1;2020-06-10;340.00;6.00;1
1456;0;956;5;1;1;2020-06-03;390.00;9.00;1
1457;2;365;3;2;2;2020-08-30;10.00;3.00;1
1458;0;28;8;1;1;2020-05-17;240.00;8.00;1
1459;2;762;3;1;1;2020-06-30;375.00;1.00;1
1460;3;44;8;1;1;2020-06-05;40.00;9.00;1
1461;1;34;6;1;1;2020-10-08;295.00;7.00;1
1462;3;469;0;3;3;2020-07-23;175.00;2.00;1
1463;3;497;3;2;2;2020-05-26;380.00;9.00;1
1464;1;396;2;1;1;2020-05-27;330.00;4.00;1
1465;1;39;7;2;2;2020-03-10;380.00;3.00;1
1466;0;939;6;1;1;2020-10-08;495.00;9.00;1
1467;1;952;4;3;3;2020-10-07;420.00;7.00;1
1468;0;992;0;3;3;2020-05-06;285.00;9.00;1
1469;2;204;3;3;3;2020-08-13;270.00;5.00;1
1470;1;484;3;3;3;2020-10-13;70.00;3.00;1
1471;1;52;3;0;0;2020-09-18;445.00;6.00;1
1472;0;163;2;0;0;2020-08-24;240.00;6.00;2
1473;0;680;7;1;1;2020-08-18;450.00;8.00;1
1474;1;186;0;2;2;2020-10-04;475.00;6.00;1
1475;3;331;8;2;2;2020-04-05;315.00;3.00;1
1476;3;701;8;0;0;2020-07-17;110.00;5.00;1
1477;0;271;5;3;3;2020-09-14;250.00;4.00;1
1478;0;312;0;2;2;2020-10-09;340.00;9.00;1
1479;2;708;0;2;2;2020-04-09;280.00;2.00;1
1480;2;530;8;0;0;2020-05-01;410.00;7.00;2
1481;3;877;8;1;1;2020-06-14;140.00;4.00;1
1482;1;976;8;3;3;2020-07-08;80.00;6.00;1
1483;0;488;5;2;2;2020-06-12;40.00;3.00;1
1484;2;522;6;1;1;2020-03-08;475.00;1.00;1
1485;2;374;1;0;0;2020-05-04;325.00;2.00;1
1486;2;585;2;0;0;2020-08-28;470.00;1.00;1
1487;3;26;0;2;2;2020-04-12;405.00;1.00;2
1488;0;728;4;3;3;2020-06-07;460.00;6.00;1
1489;1;382;8;0;0;2020-04-06;350.00;5.00;1
1490;3;803;4;2;2;2020-09-09;315.00;9.00;1
1491;2;669;6;2;2;2020-06-21;275.00;8.00;1
1492;2;269;1;3;3;2020-08-19;345.00;8.00;1
1493;1;390;7;2;2;2020-09-24;140.00;6.00;1
1494;3;808;5;2;2;2020-06-07;290.00;4.00;3
1495;0;328;8;3;3;2020-09-11;65.00;3.00;1
1496;3;318;4;2;2;2020-10-02;185.00;8.00;1
1497;3;290;3;0;0;2020-10-10;270.00;8.00;1
1498;0;314;3;0;0;2020-04-05;435.00;7.00;1
1499;3;592;4;3;3;2020-04-26;325.00;3.00;1
1500;3;242;5;3;3;2020-08-05;300.00;6.00;1
1501;3;135;2;1;1;2020-05-31;220.00;1.00;1
1502;2;682;0;0;0;2020-08-27;90.00;7.00;1
1503;3;584;8;0;0;2020-08-09;440.00;4.00;1
1504;0;837;7;2;2;2020-07-29;185.00;6.00;1
1505;1;565;4;1;1;2020-10-13;335.00;9.00;1
1506;2;738;5;2;2;2020-04-27;460.00;8.00;1
1507;0;297;2;1;1;2020-06-21;335.00;2.00;1
1508;0;565;4;1;1;2020-10-06;210.00;2.00;1
1509;1;159;3;2;2;2020-06-26;445.00;1.00;1
1510;3;519;5;1;1;2020-06-27;255.00;4.00;1
1511;3;204;5;1;1;2020-07-12;315.00;5.00;3
1512;2;443;8;1;1;2020-06-02;80.00;9.00;1
1513;1;399;2;3;3;2020-10-12;160.00;2.00;1
1514;3;612;8;1;1;2020-06-13;275.00;3.00;1
1515;0;211;3;1;1;2020-07-08;165.00;7.00;1
1516;1;737;2;1;1;2020-03-24;205.00;5.00;1
1517;1;374;0;2;2;2020-06-15;305.00;5.00;1
1518;3;199;5;2;2;2020-06-28;435.00;7.00;1
1519;0;249;6;1;1;2020-06-26;410.00;3.00;1
1520;3;932;7;1;1;2020-09-23;465.00;6.00;1
1521;0;192;2;2;2;2020-06-04;190.00;3.00;1
1522;3;818;7;3;3;2020-03-14;445.00;7.00;1
1523;1;423;6;2;2;2020-04-19;250.00;1.00;1
1524;0;164;7;3;3;2020-10-19;225.00;6.00;1
1525;0;545;8;1;1;2020-06-11;295.00;1.00;1
1526;1;937;1;3;3;2020-10-29;235.00;4.00;1
1527;2;973;1;0;0;2020-09-14;345.00;9.00;1
1528;3;481;5;0;0;2020-07-30;250.00;9.00;1
1529;0;522;8;3;3;2020-09-26;435.00;8.00;1
1530;2;146;2;2;2;2020-05-13;140.00;2.00;1
1531;0;614;2;1;1;2020-10-17;290.00;9.00;1
1532;1;679;6;0;0;2020-08-01;50.00;4.00;1
1533;2;126;0;2;2;2020-07-30;80.00;5.00;2
1534;1;310;0;3;3;2020-06-17;475.00;2.00;1
1535;1;246;3;3;3;2020-06-17;325.00;9.00;1
1536;0;694;8;0;0;2020-07-05;405.00;6.00;1
1537;3;789;3;0;0;2020-05-06;450.00;6.00;2
1538;0;966;3;3;3;2020-07-24;415.00;8.00;1
1539;1;254;8;0;0;2020-08-20;110.00;2.00;1
1540;2;358;4;0;0;2020-06-29;360.00;4.00;1
1541;3;861;4;1;1;2020-08-05;170.00;6.00;1
1542;0;546;1;2;2;2020-10-27;145.00;4.00;1
1543;3;306;0;3;3;2020-07-28;40.00;4.00;1
1544;0;933;3;0;0;2020-08-29;30.00;8.00;1
1545;2;455;1;0;0;2020-06-14;285.00;9.00;1
1546;1;706;0;3;3;2020-09-11;275.00;9.00;1
1547;0;182;3;3;3;2020-07-01;230.00;9.00;1
1548;2;154;7;1;1;2020-03-15;65.00;3.00;1
1549;3;697;1;1;1;2020-09-30;380.00;3.00;1
1550;2;467;3;2;2;2020-05-30;290.00;9.00;1
1551;3;898;7;2;2;2020-09-03;25.00;6.00;1
1552;2;887;1;3;3;2020-09-20;70.00;9.00;1
1553;2;761;5;3;3;2020-04-15;30.00;7.00;1
1554;0;851;3;1;1;2020-05-13;260.00;5.00;1
1555;2;958;2;2;2;2020-10-23;280.00;3.00;1
1556;3;653;6;3;3;2020-04-19;340.00;3.00;1
1557;1;267;2;3;3;2020-08-26;230.00;1.00;1
1558;2;941;8;3;3;2020-10-05;290.00;1.00;1
1559;2;934;8;3;3;2020-10-27;20.00;4.00;1
1560;1;526;0;2;2;2020-09-22;355.00;2.00;1
1561;1;925;3;0;0;2020-07-30;375.00;8.00;1
1562;2;385;0;2;2;2020-09-08;285.00;2.00;1
1563;0;905;2;2;2;2020-06-15;155.00;3.00;1
1564;3;665;2;3;3;2020-05-30;485.00;4.00;1
1565;0;614;2;1;1;2020-09-12;120.00;5.00;1
1566;0;638;4;3;3;2020-10-17;65.00;4.00;1
1567;1;608;4;2;2;2020-07-15;120.00;1.00;1
1568;3;819;0;1;1;2020-08-07;435.00;6.00;3
1569;3;416;8;3;3;2020-04-02;220.00;8.00;1
1570;0;580;8;3;3;2020-07-08;395.00;3.00;1
1571;3;482;0;3;3;2020-06-07;460.00;4.00;1
1572;0;184;0;3;3;2020-10-19;65.00;4.00;1
1573;0;676;3;3;3;2020-09-22;150.00;7.00;3
1574;3;907;5;1;1;2020-07-29;395.00;7.00;1
1575;1;404;4;3;3;2020-07-22;300.00;5.00;1
1576;0;467;8;0;0;2020-09-19;60.00;3.00;1
1577;2;559;6;3;3;2020-04-10;225.00;8.00;1
1578;1;254;5;2;2;2020-05-21;50.00;7.00;1
1579;2;968;1;1;1;2020-05-31;410.00;9.00;1
1580;0;143;2;0;0;2020-09-07;420.00;3.00;1
1581;0;75;8;0;0;2020-03-27;75.00;5.00;1
1582;0;413;4;0;0;2020-09-26;375.00;9.00;1
1583;2;310;3;0;0;2020-06-25;365.00;8.00;1
1584;2;201;1;0;0;2020-05-10;475.00;2.00;1
1585;1;633;5;1;1;2020-08-20;155.00;6.00;1
1586;0;19;7;2;2;2020-07-02;300.00;3.00;1
1587;0;466;4;0;0;2020-10-06;265.00;6.00;1
1588;1;539;3;3;3;2020-09-06;235.00;6.00;2
1589;2;303;5;2;2;2020-04-10;245.00;9.00;1
1590;1;769;8;1;1;2020-04-06;425.00;6.00;1
1591;3;958;0;2;2;2020-09-07;275.00;8.00;1
1592;3;109;0;3;3;2020-06-18;410.00;9.00;1
1593;2;120;0;2;2;2020-04-01;475.00;4.00;1
1594;3;193;4;0;0;2020-09-12;430.00;9.00;1
1595;2;716;7;1;1;2020-07-03;245.00;7.00;1
1596;0;338;1;2;2;2020-09-23;35.00;7.00;1
1597;3;886;8;1;1;2020-03-25;255.00;6.00;1
1598;2;915;5;1;1;2020-09-01;5.00;9.00;1
1599;3;547;6;1;1;2020-10-25;485.00;1.00;1
1600;0;408;4;1;1;2020-08-30;280.00;4.00;3
1601;1;128;5;0;0;2020-03-07;395.00;2.00;1
1602;0;489;1;1;1;2020-09-26;180.00;1.00;1
1603;2;367;0;1;1;2020-08-05;5.00;8.00;1
1604;3;998;2;0;0;2020-04-26;170.00;8.00;3
1605;0;978;5;0;0;2020-10-22;470.00;9.00;1
1606;3;901;8;0;0;2020-07-02;260.00;9.00;1
1607;2;225;1;2;2;2020-09-11;110.00;8.00;1
1608;3;276;4;3;3;2020-06-12;115.00;7.00;1
1609;1;918;1;3;3;2020-08-15;415.00;8.00;2
1610;0;226;1;3;3;2020-08-21;255.00;7.00;1
1611;2;852;2;3;3;2020-10-01;390.00;8.00;1
1612;1;902;5;3;3;2020-08-15;105.00;3.00;1
1613;3;820;4;3;3;2020-04-27;420.00;6.00;1
1614;0;701;0;0;0;2020-05-24;105.00;9.00;1
1615;2;866;4;2;2;2020-08-14;360.00;5.00;1
1616;3;597;3;3;3;2020-06-16;440.00;2.00;3
1617;3;758;4;1;1;2020-06-01;415.00;6.00;1
1618;3;361;2;0;0;2020-03-14;85.00;6.00;1
1619;1;770;7;1;1;2020-06-30;130.00;3.00;1
1620;1;40;1;1;1;2020-08-13;120.00;7.00;1
1621;0;406;4;1;1;2020-03-21;210.00;9.00;1
1622;3;942;5;2;2;2020-08-01;430.00;2.00;1
1623;0;68;6;2;2;2020-04-23;220.00;2.00;1
1624;2;594;3;0;0;2020-09-21;260.00;3.00;1
1625;2;885;8;2;2;2020-05-09;45.00;4.00;1
1626;3;192;2;2;2;2020-10-31;275.00;8.00;1
1627;2;204;3;0;0;2020-09-07;495.00;2.00;1
1628;1;423;6;3;3;2020-10-06;205.00;3.00;1
1629;3;296;7;3;3;2020-03-16;275.00;3.00;1
1630;2;766;7;1;1;2020-05-15;375.00;9.00;1
1631;2;303;3;0;0;2020-10-14;395.00;2.00;1
1632;3;109;3;2;2;2020-05-08;215.00;5.00;1
1633;2;981;3;3;3;2020-06-11;400.00;4.00;1
1634;2;773;6;0;0;2020-04-09;145.00;1.00;1
1635;2;297;8;1;1;2020-07-15;115.00;8.00;1
1636;2;306;1;3;3;2020-08-25;365.00;3.00;1
1637;2;428;7;1;1;2020-07-26;120.00;4.00;1
1638;0;393;7;1;1;2020-03-17;430.00;7.00;1
1639;2;276;7;2;2;2020-10-28;165.00;8.00;1
1640;3;57;3;1;1;2020-07-03;460.00;4.00;1
1641;0;963;6;3;3;2020-07-26;400.00;4.00;1
1642;3;606;6;1;1;2020-03-12;65.00;6.00;3
1643;2;968;8;0;0;2020-08-23;180.00;9.00;1
1644;0;890;4;1;1;2020-04-17;195.00;5.00;1
1645;0;244;5;1;1;2020-09-20;440.00;9.00;2
1646;0;428;7;1;1;2020-08-14;50.00;5.00;1
1647;0;915;1;1;1;2020-09-04;150.00;6.00;1
1648;3;378;7;3;3;2020-07-07;320.00;5.00;1
1649;0;37;0;2;2;2020-10-03;485.00;4.00;1
1650;2;454;3;2;2;2020-08-06;475.00;4.00;1
1651;0;128;2;1;1;2020-06-25;205.00;6.00;1
1652;0;494;0;1;1;2020-04-03;115.00;5.00;1
1653;0;493;7;0;0;2020-06-16;405.00;9.00;1
1654;0;862;3;2;2;2020-10-31;470.00;5.00;1
1655;3;197;6;1;1;2020-08-31;250.00;8.00;1
1656;1;242;5;0;0;2020-05-30;200.00;6.00;1
1657;0;382;2;0;0;2020-05-10;260.00;8.00;1
1658;2;641;7;0;0;2020-07-26;445.00;5.00;1
1659;2;381;2;0;0;2020-07-02;40.00;8.00;2
1660;2;559;4;2;2;2020-08-03;260.00;4.00;1
1661;1;228;5;0;0;2020-08-01;45.00;7.00;1
1662;1;763;3;3;3;2020-08-17;295.00;6.00;1
1663;0;376;5;1;1;2020-07-09;30.00;1.00;1
1664;2;927;1;1;1;2020-05-16;25.00;3.00;1
1665;2;64;8;2;2;2020-10-19;300.00;8.00;1
1666;0;271;2;0;0;2020-10-14;245.00;3.00;1
1667;0;746;8;3;3;2020-06-30;165.00;6.00;1
1668;1;803;6;2;2;2020-06-21;285.00;5.00;1
1669;2;126;7;1;1;2020-04-05;270.00;3.00;1
1670;1;445;1;1;1;2020-05-16;400.00;3.00;1
1671;3;959;4;1;1;2020-05-09;365.00;9.00;1
1672;1;877;7;2;2;2020-03-12;360.00;2.00;1
1673;3;520;5;3;3;2020-10-14;85.00;9.00;1
1674;2;781;4;3;3;2020-08-13;265.00;6.00;1
1675;2;694;6;3;3;2020-05-01;65.00;8.00;1
1676;1;381;8;2;2;2020-06-13;150.00;5.00;1
1677;0;717;2;2;2;2020-08-06;315.00;4.00;1
1678;0;388;6;3;3;2020-06-19;15.00;6.00;1
1679;2;823;3;2;2;2020-07-27;285.00;7.00;1
1680;3;280;8;2;2;2020-03-10;60.00;5.00;1
1681;3;580;2;0;0;2020-10-18;140.00;5.00;1
1682;2;539;2;1;1;2020-03-04;295.00;1.00;1
1683;2;530;6;3;3;2020-04-03;185.00;7.00;1
1684;2;855;7;0;0;2020-06-23;350.00;8.00;1
1685;2;901;6;3;3;2020-04-07;45.00;6.00;1
1686;1;254;3;1;1;2020-10-15;25.00;2.00;1
1687;0;276;2;3;3;2020-06-15;415.00;8.00;1
1688;0;440;1;1;1;2020-08-20;25.00;9.00;1
1689;2;89;7;0;0;2020-04-23;215.00;7.00;1
1690;0;286;7;0;0;2020-10-20;350.00;6.00;1
1691;2;627;8;3;3;2020-08-31;405.00;8.00;1
1692;3;480;8;2;2;2020-04-10;380.00;4.00;1
1693;0;229;0;0;0;2020-08-22;465.00;7.00;1
1694;1;338;0;3;3;2020-05-12;285.00;6.00;1
1695;0;59;0;0;0;2020-10-22;190.00;4.00;1
1696;1;45;5;2;2;2020-08-11;205.00;5.00;1
1697;2;651;5;1;1;2020-08-29;180.00;4.00;1
1698;2;41;0;1;1;2020-06-03;145.00;1.00;1
1699;3;28;0;1;1;2020-10-18;465.00;5.00;1
1700;3;242;0;3;3;2020-07-19;35.00;8.00;1
1701;3;106;4;1;1;2020-10-02;120.00;5.00;1
1702;3;634;5;0;0;2020-05-11;365.00;8.00;1
1703;0;630;0;2;2;2020-05-01;55.00;1.00;1
1704;2;894;8;1;1;2020-03-07;395.00;9.00;1
1705;1;178;8;0;0;2020-09-02;405.00;6.00;1
1706;0;183;5;2;2;2020-03-19;160.00;7.00;3
1707;1;281;5;1;1;2020-03-09;430.00;8.00;1
1708;0;320;3;2;2;2020-10-12;195.00;1.00;2
1709;3;675;3;0;0;2020-04-17;60.00;8.00;2
1710;3;954;7;2;2;2020-04-14;170.00;5.00;1
1711;1;260;8;0;0;2020-05-16;200.00;7.00;1
1712;3;30;5;1;1;2020-04-25;295.00;6.00;1
1713;2;717;4;3;3;2020-10-16;55.00;9.00;1
1714;2;705;6;3;3;2020-05-02;415.00;4.00;1
1715;1;14;7;0;0;2020-07-04;385.00;1.00;1
1716;1;651;2;3;3;2020-08-12;250.00;1.00;1
1717;3;236;6;1;1;2020-09-15;340.00;5.00;1
1718;0;927;1;0;0;2020-10-12;315.00;2.00;1
1719;2;274;8;1;1;2020-07-05;435.00;9.00;1
1720;0;402;7;0;0;2020-09-25;265.00;7.00;2
1721;3;381;0;1;1;2020-05-03;45.00;3.00;1
1722;3;80;0;2;2;2020-08-18;25.00;3.00;1
1723;2;762;4;3;3;2020-07-15;245.00;3.00;1
1724;2;893;4;3;3;2020-10-07;20.00;3.00;1
1725;0;565;6;2;2;2020-09-26;400.00;7.00;1
1726;2;520;0;1;1;2020-10-10;100.00;6.00;1
1727;0;892;7;3;3;2020-09-30;465.00;8.00;1
1728;2;256;2;3;3;2020-03-06;310.00;3.00;1
1729;0;487;7;1;1;2020-10-06;260.00;6.00;1
1730;3;769;7;3;3;2020-10-21;45.00;2.00;1
1731;2;757;7;0;0;2020-05-09;295.00;7.00;1
1732;1;136;3;2;2;2020-10-23;65.00;3.00;1
1733;3;157;4;0;0;2020-04-02;345.00;4.00;1
1734;0;863;2;1;1;2020-05-30;60.00;4.00;1
1735;0;19;0;3;3;2020-08-28;230.00;7.00;1
1736;1;454;6;2;2;2020-04-29;100.00;7.00;1
1737;3;808;7;1;1;2020-08-23;195.00;4.00;1
1738;2;469;1;1;1;2020-09-19;270.00;7.00;2
1739;2;616;7;1;1;2020-09-22;340.00;4.00;1
1740;2;461;0;3;3;2020-06-07;310.00;8.00;1
1741;3;357;0;1;1;2020-06-05;235.00;5.00;1
1742;0;756;4;0;0;2020-05-24;10.00;8.00;1
1743;0;776;4;1;1;2020-07-01;110.00;8.00;1
1744;0;549;1;1;1;2020-09-22;90.00;5.00;1
1745;1;234;1;2;2;2020-10-10;450.00;8.00;1
1746;3;698;2;2;2;2020-10-27;355.00;4.00;1
1747;0;744;7;0;0;2020-03-15;245.00;6.00;1
1748;3;238;0;0;0;2020-08-27;280.00;3.00;2
1749;3;73;5;3;3;2020-04-20;175.00;5.00;1
1750;1;21;6;1;1;2020-10-08;420.00;6.00;1
1751;3;977;1;2;2;2020-08-07;220.00;9.00;1
1752;3;214;1;2;2;2020-10-22;180.00;1.00;1
1753;3;688;8;2;2;2020-07-22;85.00;3.00;3
1754;0;341;1;0;0;2020-05-29;150.00;4.00;1
1755;1;126;5;0;0;2020-08-09;365.00;8.00;1
1756;2;523;1;0;0;2020-07-21;10.00;9.00;2
1757;3;365;2;0;0;2020-07-19;95.00;9.00;1
1758;3;915;4;3;3;2020-07-28;145.00;5.00;1
1759;3;929;8;2;2;2020-04-10;90.00;2.00;1
1760;2;255;4;1;1;2020-09-26;355.00;7.00;1
1761;0;841;3;2;2;2020-05-01;225.00;1.00;1
1762;0;156;5;0;0;2020-05-05;325.00;4.00;1
1763;1;489;2;2;2;2020-08-26;355.00;2.00;1
1764;1;50;1;1;1;2020-03-06;20.00;5.00;1
1765;1;368;7;3;3;2020-03-07;230.00;2.00;1
1766;1;18;7;0;0;2020-05-23;220.00;1.00;1
1767;3;586;7;3;3;2020-08-24;40.00;9.00;1
1768;0;970;4;2;2;2020-08-08;190.00;4.00;1
1769;2;143;5;2;2;2020-04-25;35.00;8.00;1
1770;3;220;7;3;3;2020-05-21;180.00;9.00;1
1771;2;857;1;3;3;2020-04-04;465.00;6.00;1
1772;3;233;6;2;2;2020-04-03;285.00;6.00;1
1773;2;802;4;3;3;2020-09-28;35.00;6.00;1
1774;0;718;0;2;2;2020-08-28;370.00;4.00;1
1775;0;534;3;0;0;2020-10-29;60.00;3.00;1
1776;3;513;3;1;1;2020-07-25;345.00;1.00;1
1777;1;266;1;1;1;2020-07-14;460.00;7.00;1
1778;3;170;6;1;1;2020-03-28;165.00;2.00;1
1779;1;758;8;2;2;2020-07-07;355.00;4.00;1
1780;2;846;3;1;1;2020-06-26;395.00;7.00;1
1781;1;420;7;3;3;2020-04-25;185.00;5.00;1
1782;1;359;3;0;0;2020-07-09;495.00;4.00;1
1783;2;522;3;3;3;2020-03-15;5.00;9.00;1
1784;1;455;6;2;2;2020-07-28;185.00;2.00;1
1785;3;241;8;3;3;2020-08-31;45.00;3.00;1
1786;0;856;1;3;3;2020-03-15;55.00;4.00;1
1787;1;774;0;1;1;2020-10-27;155.00;3.00;1
1788;3;338;8;1;1;2020-08-06;310.00;8.00;1
1789;2;28;7;1;1;2020-08-22;95.00;2.00;1
1790;0;795;6;2;2;2020-03-09;490.00;5.00;1
1791;0;588;8;2;2;2020-03-06;405.00;7.00;1
1792;2;700;1;1;1;2020-09-28;485.00;5.00;1
1793;2;839;1;2;2;2020-08-01;285.00;7.00;1
1794;0;730;7;2;2;2020-07-20;10.00;7.00;1
1795;1;885;4;0;0;2020-10-07;30.00;1.00;1
1796;0;565;4;1;1;2020-05-10;425.00;4.00;1
1797;0;974;7;1;1;2020-04-26;170.00;9.00;1
1798;2;662;4;0;0;2020-10-13;65.00;4.00;1
1799;3;218;3;3;3;2020-09-13;245.00;9.00;1
1800;2;641;5;1;1;2020-09-16;295.00;2.00;1
1801;0;296;4;2;2;2020-04-02;50.00;5.00;1
1802;0;94;5;1;1;2020-07-01;220.00;9.00;1
1803;0;931;1;2;2;2020-09-09;250.00;8.00;1
1804;1;748;1;0;0;2020-06-29;280.00;9.00;1
1805;1;652;6;1;1;2020-07-23;400.00;1.00;1
1806;0;906;7;1;1;2020-09-06;385.00;8.00;1
1807;3;744;0;2;2;2020-10-16;405.00;5.00;1
1808;2;140;4;2;2;2020-07-04;95.00;4.00;1
1809;0;787;2;3;3;2020-03-23;15.00;1.00;1
1810;3;279;7;2;2;2020-03-21;395.00;8.00;1
1811;2;460;4;3;3;2020-09-06;360.00;5.00;2
1812;1;920;0;0;0;2020-05-12;170.00;6.00;1
1813;1;799;5;2;2;2020-08-25;395.00;1.00;1
1814;2;979;7;3;3;2020-04-25;430.00;6.00;1
1815;1;46;7;2;2;2020-07-02;110.00;5.00;1
1816;0;999;3;2;2;2020-06-21;345.00;3.00;3
1817;1;198;1;1;1;2020-09-12;350.00;8.00;1
1818;3;739;8;0;0;2020-05-29;305.00;5.00;1
1819;0;317;4;2;2;2020-04-06;380.00;3.00;1
1820;2;940;3;2;2;2020-09-16;175.00;5.00;1
1821;1;169;2;0;0;2020-09-07;190.00;1.00;1
1822;2;137;5;1;1;2020-05-07;110.00;9.00;1
1823;1;965;0;1;1;2020-09-30;260.00;4.00;1
1824;3;818;4;1;1;2020-04-02;105.00;4.00;2
1825;1;822;1;2;2;2020-09-29;385.00;8.00;1
1826;0;534;5;3;3;2020-09-22;365.00;9.00;1
1827;1;310;3;3;3;2020-04-26;50.00;8.00;1
1828;3;895;7;2;2;2020-09-06;235.00;1.00;1
1829;0;974;6;2;2;2020-08-08;40.00;2.00;1
1830;2;478;3;2;2;2020-03-16;395.00;5.00;1
1831;1;606;2;2;2;2020-10-03;435.00;3.00;1
1832;3;187;0;3;3;2020-08-14;485.00;9.00;1
1833;0;321;2;2;2;2020-04-28;360.00;1.00;1
1834;0;385;6;1;1;2020-08-12;225.00;5.00;1
1835;2;818;7;0;0;2020-10-19;10.00;5.00;1
1836;0;832;5;1;1;2020-06-13;160.00;3.00;1
1837;2;754;4;1;1;2020-03-30;95.00;5.00;1
1838;2;164;5;1;1;2020-09-11;40.00;5.00;1
1839;2;406;7;3;3;2020-10-20;205.00;1.00;1
1840;2;363;3;2;2;2020-09-12;445.00;6.00;1
1841;3;377;6;3;3;2020-06-25;420.00;7.00;2
1842;0;586;1;0;0;2020-06-06;35.00;2.00;1
1843;1;459;1;3;3;2020-05-14;245.00;5.00;1
1844;3;717;2;0;0;2020-05-15;445.00;6.00;1
1845;1;868;0;1;1;2020-05-15;105.00;7.00;1
1846;3;628;0;1;1;2020-06-04;80.00;1.00;1
1847;2;781;5;0;0;2020-08-05;475.00;8.00;1
1848;2;905;1;1;1;2020-06-11;315.00;1.00;1
1849;3;920;0;0;0;2020-09-12;315.00;5.00;1
1850;2;848;6;2;2;2020-04-05;215.00;2.00;1
1851;2;687;6;1;1;2020-08-15;460.00;7.00;1
1852;0;681;3;3;3;2020-04-20;185.00;7.00;1
1853;2;284;1;1;1;2020-06-23;10.00;9.00;1
1854;0;124;1;0;0;2020-03-27;465.00;6.00;1
1855;0;678;3;3;3;2020-07-06;430.00;1.00;1
1856;3;479;1;0;0;2020-08-25;350.00;1.00;1
1857;0;63;2;0;0;2020-04-02;470.00;7.00;1
1858;0;929;8;3;3;2020-03-27;45.00;5.00;3
1859;0;200;1;0;0;2020-04-16;455.00;5.00;1
1860;3;178;1;3;3;2020-09-28;115.00;1.00;1
1861;3;328;8;3;3;2020-07-14;360.00;8.00;1
1862;3;130;7;2;2;2020-07-16;410.00;2.00;1
1863;0;609;7;1;1;2020-03-19;45.00;4.00;1
1864;3;569;4;2;2;2020-08-23;215.00;1.00;1
1865;1;326;2;3;3;2020-03-24;40.00;4.00;1
1866;3;408;6;3;3;2020-08-13;265.00;9.00;1
1867;2;128;5;0;0;2020-10-03;440.00;9.00;1
1868;1;765;1;3;3;2020-09-11;455.00;4.00;1
1869;0;63;3;1;1;2020-10-13;75.00;4.00;1
1870;2;574;2;1;1;2020-07-30;390.00;5.00;1
1871;2;862;0;2;2;2020-09-17;345.00;7.00;1
1872;0;128;1;2;2;2020-08-17;140.00;9.00;1
1873;3;600;1;0;0;2020-10-19;150.00;4.00;1
1874;1;545;5;2;2;2020-07-03;455.00;8.00;2
1875;1;429;0;2;2;2020-04-20;55.00;2.00;2
1876;2;74;6;3;3;2020-08-02;430.00;7.00;1
1877;1;933;0;1;1;2020-10-15;40.00;2.00;1
1878;3;0;1;1;1;2020-10-13;450.00;1.00;1
1879;3;582;4;3;3;2020-07-08;80.00;3.00;1
1880;0;651;2;3;3;2020-09-30;345.00;8.00;1
1881;1;710;7;3;3;2020-09-13;150.00;4.00;1
1882;0;326;4;2;2;2020-07-15;30.00;1.00;1
1883;1;563;4;3;3;2020-10-04;430.00;8.00;2
1884;0;201;5;1;1;2020-08-27;100.00;8.00;1
1885;1;102;5;2;2;2020-10-26;120.00;9.00;1
1886;3;504;0;2;2;2020-03-22;60.00;7.00;1
1887;1;841;8;3;3;2020-08-06;105.00;2.00;1
1888;1;631;7;0;0;2020-10-11;385.00;1.00;1
1889;1;381;5;1;1;2020-03-21;75.00;5.00;1
1890;3;447;7;0;0;2020-05-27;430.00;6.00;1
1891;0;323;8;2;2;2020-03-19;50.00;7.00;1
1892;3;685;8;2;2;2020-03-04;105.00;4.00;1
1893;2;619;3;3;3;2020-04-11;345.00;5.00;1
1894;1;173;1;2;2;2020-07-19;40.00;3.00;1
1895;0;163;6;1;1;2020-03-04;320.00;5.00;1
1896;1;945;0;3;3;2020-10-23;145.00;4.00;1
1897;1;398;6;3;3;2020-09-14;55.00;7.00;1
1898;0;97;0;0;0;2020-07-01;325.00;5.00;1
1899;2;503;0;2;2;2020-09-11;5.00;6.00;1
1900;3;855;3;1;1;2020-07-24;55.00;7.00;1
1901;1;590;2;2;2;2020-05-28;465.00;8.00;1
1902;0;543;3;0;0;2020-06-29;230.00;5.00;2
1903;3;288;7;0;0;2020-06-21;70.00;6.00;1
1904;0;390;1;3;3;2020-04-09;425.00;5.00;1
1905;2;157;3;3;3;2020-07-17;365.00;1.00;1
1906;0;132;4;2;2;2020-03-28;215.00;8.00;1
1907;2;603;4;2;2;2020-07-16;85.00;1.00;1
1908;2;467;3;1;1;2020-03-17;465.00;5.00;1
1909;0;50;3;2;2;2020-09-04;285.00;2.00;1
1910;3;856;7;3;3;2020-04-28;355.00;6.00;1
